delay Bic Hybla Htcp HighSpeed
10ms-0.00001 0.960115816257134 0.9935774861585815 0.9991682097896669 0.9983135816319736 
10ms-0.001 0.8029223630897144 0.9624075481422303 0.9911963700088476 0.8782275994254156 
100ms-0.00001 0.7421170176431925 0.9881948318771462 0.9011832290496348 0.8346097090025109 
100ms-0.001 0.7247864435102414 0.941554979118599 0.922858145577804 0.9488932343297884 
